CodigoCliente;Titulo;PrimeiroNome;UltimoNome;Idade;Sexo;Endereco;Cidade;UFCompleto;CEP;Pais;PaisCompleto;Email;RendaMensal;PercentualUtilizacaoLimite;QtdTransacoesNegadas;AnosDeRelacionamentoBanco;JaUsouChequeEspecial;QtdEmprestimos;NumeroAtendimentos;TMA;IndiceSatisfacao;Saldo;CLTV;CanalPref;Churn;UF;mail_domain
814;Sra.;Yasmin;Barros;26;Feminino;Rua José Paulo Petrucelli 1914;Sorocaba;São Paulo;18052-080;BR;Brazil;YasminCarvalhoBarros@jourrapide.com;6914;0.02;12;4;1;5;1;6;4;3407;32;SMS;0;SP;jourrapide.com
815;Sra.;Vitoria;Carvalho;34;Feminino;Alameda Plutão 68;Boa Vista;Roraima;69306-371;BR;Brazil;VitoriaAlvesCarvalho@cuvox.de;8000;0.4;14;2;0;0;2;2;4;9887;59;SMS;0;RR;cuvox.de
816;Sr.;Rodrigo;Dias;60;Masculino;Praça Vila Velha 863;Uberaba;Minas Gerais;38067-370;BR;Brazil;RodrigoGomesDias@armyspy.com;6228;0.85;3;19;0;0;24;152;1;1966;82;Email;1;MG;armyspy.com
817;Sra.;Carolina;Pinto;30;Feminino;Travessa Brandemburgo 122;São Paulo;São Paulo;03807-315;BR;Brazil;CarolinaDiasPinto@rhyta.com;9195;0.31;15;16;0;1;1;5;4;9267;62;Email;0;SP;rhyta.com
818;Sra.;Manuela;Almeida;42;Feminino;Passagem São Raimundo 806;Belém;Pará;66050-490;BR;Brazil;ManuelaBarrosAlmeida@superrito.com;6712;0.3;11;1;1;4;2;1;5;428;63;Email;0;PA;superrito.com
819;Sr.;Kai;Pereira;21;Masculino;Rua Tietê 32;Guarujá;São Paulo;11454-620;BR;Brazil;KaiSousaPereira@teleworm.us;4789;1.0;3;0;0;3;19;39;1;401;81;Push;1;SP;teleworm.us
820;Sr.;Martim;Dias;35;Masculino;Rua Hermínio Alves de Amorim 192;Goiânia;Goiás;74413-280;BR;Brazil;MartimFernandesDias@superrito.com;4688;0.36;11;17;0;1;2;1;4;4912;67;Push;0;GO;superrito.com
821;Sr.;Otávio;Pereira;45;Masculino;Avenida Bulevar I 836;Fortaleza;Ceará;60866-280;BR;Brazil;OtavioCastroPereira@armyspy.com;9657;0.81;12;17;0;1;13;120;1;6819;79;Push;1;CE;armyspy.com
822;Sr.;Rafael;Lima;36;Masculino;Rua Senador Pedro Ludovico 187;Gurupi;Tocantins;77402-070;BR;Brazil;RafaelCardosoLima@superrito.com;9150;0.2;0;12;0;0;2;5;5;2470;77;Push;0;TO;superrito.com
823;Sra.;Isabela;Araujo;34;Feminino;Rua Genipapo 330;Governador Valadares;Minas Gerais;35065-015;BR;Brazil;IsabelaCardosoAraujo@cuvox.de;6380;1.0;13;13;0;0;32;80;3;9012;69;Ligacao;1;MG;cuvox.de
824;Sra.;Vitoria;Azevedo;64;Feminino;Rua Alfenas 426;Contagem;Minas Gerais;32150-040;BR;Brazil;VitoriaMeloAzevedo@jourrapide.com;4534;0.07;9;12;0;3;2;1;5;1595;60;Email;0;MG;jourrapide.com
825;Sr.;Júlio;Cardoso;37;Masculino;Rua Tumucumaque 426;Cuiabá;Mato Grosso;78058-803;BR;Brazil;JulioSilvaCardoso@gustr.com;5283;0.0;0;5;0;2;1;2;5;1559;35;Ligacao;0;MT;gustr.com
826;Sr.;Matheus;Correia;40;Masculino;Rua Silvério Valim 45;Presidente Prudente;São Paulo;19041-280;BR;Brazil;MatheusCunhaCorreia@rhyta.com;4838;0.3;15;13;0;0;1;3;4;8171;40;Push;0;SP;rhyta.com
827;Sra.;Evelyn;Goncalves;27;Feminino;2ª Avenida Soares Filho 581;Salvador;Bahia;41204-395;BR;Brazil;EvelynCastroGoncalves@superrito.com;3404;0.19;11;15;0;3;3;2;4;9965;43;Email;0;BA;superrito.com
828;Sr.;Paulo;Silva;49;Masculino;Vila Ricardo Alexandre 97;Fortaleza;Ceará;60850-002;BR;Brazil;PauloOliveiraSilva@jourrapide.com;7502;0.81;2;4;0;0;21;127;2;3167;89;SMS;1;CE;jourrapide.com
829;Sra.;Vitoria;Barbosa;59;Feminino;Rua Emaús 91;Uberlândia;Minas Gerais;38412-406;BR;Brazil;VitoriaCostaBarbosa@jourrapide.com;9055;0.89;15;17;0;1;31;196;3;5394;31;Push;1;MG;jourrapide.com
830;Sra.;Aline;Cunha;47;Feminino;Rua Doutor João de Oliveira 601;Florianópolis;Santa Catarina;88054-121;BR;Brazil;AlineRochaCunha@dayrep.com;4774;1.0;9;14;0;3;48;171;3;7444;74;Push;1;SC;dayrep.com
831;Sra.;Melissa;Correia;40;Feminino;Rua D 1094;Rio de Janeiro;Rio de Janeiro;22770-530;BR;Brazil;MelissaPintoCorreia@rhyta.com;9693;0.5;1;4;0;4;3;5;5;2041;79;SMS;0;RJ;rhyta.com
832;Sra.;Manuela;Correia;37;Feminino;Rua Poços de Caldas 1332;Serra;Espírito Santo;29170-641;BR;Brazil;ManuelaDiasCorreia@armyspy.com;3358;0.25;9;8;0;0;2;1;4;4771;51;Email;0;ES;armyspy.com
833;Sra.;Rebeca;Araujo;44;Feminino;Rua Otávio Gouveia 834;Catanduva;São Paulo;15810-115;BR;Brazil;RebecaAlvesAraujo@teleworm.us;4695;0.27;12;13;0;1;2;5;4;8351;36;Ligacao;0;SP;teleworm.us
834;Sra.;Thaís;Pereira;50;Feminino;Rua Albertino Teixeira Dias 1696;Belo Horizonte;Minas Gerais;30644-170;BR;Brazil;ThaisRibeiroPereira@fleckens.hu;6973;0.34;8;13;0;5;1;5;4;1828;44;Push;0;MG;fleckens.hu
835;Sr.;Kaua;Gomes;46;Masculino;Rua Dezessete 513;Cuiabá;Mato Grosso;78055-804;BR;Brazil;KauaCavalcantiGomes@dayrep.com;7099;0.89;10;17;0;4;42;129;1;9989;88;SMS;1;MT;dayrep.com
836;Sr.;Carlos;Castro;21;Masculino;Rua Trinta e Nove 2;Hortolândia;São Paulo;13183-388;BR;Brazil;CarlosMartinsCastro@rhyta.com;9801;0.95;5;12;1;5;44;172;0;2307;82;SMS;1;SP;rhyta.com
837;Sr.;Matheus;Sousa;33;Masculino;Rua A 521;Belo Horizonte;Minas Gerais;31845-270;BR;Brazil;MatheusSantosSousa@teleworm.us;5886;0.29;2;8;1;4;2;5;4;7518;34;SMS;0;MG;teleworm.us
838;Sra.;Luiza;Correia;61;Feminino;Rua Corona Borealis 1616;Joinville;Santa Catarina;89226-630;BR;Brazil;LuizaFernandesCorreia@einrot.com;9145;0.82;9;2;1;1;37;178;3;1224;49;Push;1;SC;einrot.com
839;Sra.;Bianca;Santos;55;Feminino;Rua Claudionor Neves Lima 1435;Valinhos;São Paulo;13277-582;BR;Brazil;BiancaPereiraSantos@jourrapide.com;8746;1.0;8;3;0;5;45;200;1;3340;71;Ligacao;1;SP;jourrapide.com
840;Sr.;Samuel;Santos;39;Masculino;Rua Elias Delgado Bitencourt 487;Poços de Caldas;Minas Gerais;37704-162;BR;Brazil;SamuelRochaSantos@rhyta.com;6335;0.96;1;1;0;1;10;163;3;4714;35;Email;1;MG;rhyta.com
841;Sra.;Lara;Melo;27;Feminino;Rua Peçanha Povoa 607;Vitória;Espírito Santo;29025-710;BR;Brazil;LaraCastroMelo@jourrapide.com;5910;1.0;9;0;1;4;35;128;0;6314;53;Ligacao;1;ES;jourrapide.com
842;Sra.;Luana;Castro;48;Feminino;Rua Sete de Setembro 642;Paranaguá;Paraná;83203-080;BR;Brazil;LuanaRodriguesCastro@jourrapide.com;7227;1.0;2;14;0;4;39;42;3;5344;58;Ligacao;1;PR;jourrapide.com
843;Sra.;Beatrice;Pinto;37;Feminino;Rua O 1764;Feira de Santana;Bahia;44072-120;BR;Brazil;BeatriceCorreiaPinto@jourrapide.com;4222;0.24;7;14;0;3;3;4;5;9746;66;Push;0;BA;jourrapide.com
844;Sra.;Ágatha;Azevedo;18;Feminino;Quadra Quadra QR 208 Conjunto K 829;Santa Maria;Distrito Federal;72508-411;BR;Brazil;AgathaBarbosaAzevedo@superrito.com;9133;0.43;8;20;0;4;3;3;5;1156;47;SMS;0;DF;superrito.com
845;Sra.;Isabelle;Castro;30;Feminino;Condomínio União Paraíso 1471;Salvador;Bahia;41500-150;BR;Brazil;IsabelleCarvalhoCastro@einrot.com;3469;0.86;12;19;0;0;45;48;0;5683;74;Push;1;BA;einrot.com
846;Sr.;Arthur;Araujo;46;Masculino;Avenida Carlos Gomes 550;Santo André;São Paulo;09061-510;BR;Brazil;ArthurMartinsAraujo@teleworm.us;8178;0.02;8;12;0;2;3;8;4;6240;88;SMS;0;SP;teleworm.us
847;Sr.;Joao;Castro;24;Masculino;Travessa Sete 1615;Teófilo Otoni;Minas Gerais;39804-140;BR;Brazil;JoaoDiasCastro@rhyta.com;5008;0.0;10;4;1;1;2;1;5;7186;45;Push;0;MG;rhyta.com
848;Sra.;Sarah;Fernandes;38;Feminino;Rua Paraguai 1236;Paragominas;Pará;68625-018;BR;Brazil;SarahAlmeidaFernandes@superrito.com;7944;0.93;15;17;1;0;10;41;3;9690;77;SMS;1;PA;superrito.com
849;Sr.;Tiago;Pereira;50;Masculino;Rua Jitirana 1066;Petrolina;Pernambuco;56330-025;BR;Brazil;TiagoSouzaPereira@einrot.com;5742;0.38;4;16;1;4;1;4;4;3413;31;Ligacao;0;PE;einrot.com
850;Sr.;João;Cardoso;23;Masculino;Quadra QNM 29 Área Especial E 1735;Ceilândia;Distrito Federal;72215-295;BR;Brazil;JoaoCarvalhoCardoso@armyspy.com;4480;0.2;4;1;0;1;3;2;4;963;31;Email;0;DF;armyspy.com
851;Sr.;Davi;Rodrigues;61;Masculino;Travessa Celeste Aragão 321;Fortaleza;Ceará;60866-639;BR;Brazil;DaviGomesRodrigues@einrot.com;3954;0.48;5;19;0;0;3;3;5;9145;66;Email;0;CE;einrot.com
852;Sra.;Nicole;Pereira;34;Feminino;Rua Um 1192;Americana;São Paulo;13474-280;BR;Brazil;NicoleCostaPereira@dayrep.com;5217;0.48;11;17;0;5;2;7;5;796;70;SMS;0;SP;dayrep.com
853;Sr.;Rafael;Gomes;63;Masculino;Rua São Tomás de Aquino 89;Campo Grande;Mato Grosso do Sul;79118-580;BR;Brazil;RafaelPintoGomes@armyspy.com;5407;0.8;10;17;0;2;43;136;2;1234;42;SMS;1;MS;armyspy.com
854;Sr.;Kauê;Sousa;29;Masculino;Estrada do Alvarenga 1971;São Paulo;São Paulo;04462-000;BR;Brazil;KaueFerreiraSousa@armyspy.com;3272;0.26;14;1;0;3;3;3;4;9054;31;Push;0;SP;armyspy.com
855;Sra.;Marina;Santos;44;Feminino;Rua Doze 1683;Varginha;Minas Gerais;37048-470;BR;Brazil;MarinaAzevedoSantos@gustr.com;6472;0.14;11;3;0;2;1;0;5;8677;71;Ligacao;0;MG;gustr.com
856;Sr.;Breno;Goncalves;24;Masculino;Rua Francisco Alves 686;Contagem;Minas Gerais;32342-120;BR;Brazil;BrenoMartinsGoncalves@teleworm.us;5165;0.91;8;17;1;3;35;146;2;7170;55;Email;1;MG;teleworm.us
857;Sra.;Anna;Cavalcanti;24;Feminino;Rua Júlio César Ribeiro de Souza 807;Curitiba;Paraná;81610-120;BR;Brazil;AnnaAzevedoCavalcanti@gustr.com;8190;0.23;7;9;0;3;2;5;5;1990;59;Email;0;PR;gustr.com
858;Sr.;Pedro;Fernandes;26;Masculino;Beco Quatro 1169;Porto Alegre;Rio Grande do Sul;91110-006;BR;Brazil;PedroPereiraFernandes@cuvox.de;7578;0.95;7;7;0;1;48;89;2;185;45;Push;1;RS;cuvox.de
859;Sr.;Nicolas;Azevedo;65;Masculino;Rua Domingos Pardo 1566;Presidente Prudente;São Paulo;19057-430;BR;Brazil;NicolasRochaAzevedo@superrito.com;7277;0.93;10;11;1;4;14;186;1;6527;34;SMS;1;SP;superrito.com
860;Sra.;Emily;Alves;22;Feminino;Viela da Esperança 965;São Paulo;São Paulo;05565-120;BR;Brazil;EmilyCastroAlves@superrito.com;6220;0.99;11;4;1;4;42;83;3;5874;66;Email;1;SP;superrito.com
861;Sr.;Bruno;Pereira;66;Masculino;Rua Fernando Floriano 1920;São Gonçalo;Rio de Janeiro;24716-410;BR;Brazil;BrunoRochaPereira@armyspy.com;7691;0.92;14;16;0;0;36;45;2;4030;86;Push;1;RJ;armyspy.com
862;Sra.;Amanda;Fernandes;29;Feminino;Rua Tuffi Rassi 147;Ribeirão Preto;São Paulo;14093-170;BR;Brazil;AmandaDiasFernandes@cuvox.de;5662;1.0;13;4;0;5;27;36;1;3305;73;Email;1;SP;cuvox.de
863;Sr.;Eduardo;Ribeiro;56;Masculino;Rua Brasil 893;Itaguaí;Rio de Janeiro;23810-020;BR;Brazil;EduardoBarrosRibeiro@rhyta.com;5854;0.82;11;5;1;5;36;166;3;1565;36;Push;1;RJ;rhyta.com
864;Sr.;Vitór;Sousa;56;Masculino;Rua Irma Esther 1517;Osasco;São Paulo;06086-080;BR;Brazil;VitorAraujoSousa@gustr.com;8953;1.0;5;1;1;2;27;163;3;1638;71;Push;1;SP;gustr.com
865;Sra.;Nicole;Cunha;18;Feminino;Rua Cristóvão Xavier Lopes 1024;Rio de Janeiro;Rio de Janeiro;21530-120;BR;Brazil;NicoleDiasCunha@einrot.com;7730;0.95;6;1;0;0;46;104;3;8325;65;Email;1;RJ;einrot.com
866;Sr.;Victor;Martins;52;Masculino;Rua Santa Rita 1511;Sete Lagoas;Minas Gerais;35700-158;BR;Brazil;VictorCastroMartins@armyspy.com;3964;0.24;4;15;0;4;2;4;4;3734;47;Email;0;MG;armyspy.com
867;Sr.;Paulo;Rodrigues;46;Masculino;Travessa Setembrino da Rosa 544;Cruz Alta;Rio Grande do Sul;98045-330;BR;Brazil;PauloMartinsRodrigues@rhyta.com;9988;1.0;7;8;0;3;48;116;1;1211;51;Push;1;RS;rhyta.com
868;Dr.;Lucas;Gomes;28;Masculino;Viela Agenor Munari 1261;São Paulo;São Paulo;03317-100;BR;Brazil;LucasBarbosaGomes@armyspy.com;7224;0.81;8;3;1;0;34;113;0;7776;86;Email;1;SP;armyspy.com
869;Sr.;Vinícius;Silva;36;Masculino;Rua Pedro Álvares Cabral 252;Guarulhos;São Paulo;07055-061;BR;Brazil;ViniciusSouzaSilva@dayrep.com;6869;0.95;9;11;0;3;20;141;0;1045;79;Email;1;SP;dayrep.com
870;Sra.;Gabrielle;Souza;61;Feminino;Rua Professor Heinz Braunsperger 1538;Florianópolis;Santa Catarina;88053-680;BR;Brazil;GabrielleBarbosaSouza@rhyta.com;9435;0.84;2;8;1;0;19;167;3;1408;51;Email;1;SC;rhyta.com
871;Sr.;Marcos;Pinto;22;Masculino;Rua Tenreiro Aranha 1780;Porto Velho;Rondônia;78916-300;BR;Brazil;MarcosSantosPinto@jourrapide.com;4596;0.92;6;11;0;0;32;192;1;3461;59;Email;1;RO;jourrapide.com
872;Sra.;Fernanda;Rodrigues;56;Feminino;Rua Primeiro de Janeiro 619;Parintins;Amazonas;69151-340;BR;Brazil;FernandaFernandesRodrigues@cuvox.de;4588;0.49;2;14;0;5;1;6;4;1326;37;Push;0;AM;cuvox.de
873;Dr.;Victor;Azevedo;32;Masculino;Rua Nair Mendes Moreira 181;Contagem;Minas Gerais;32041-340;BR;Brazil;VictorMeloAzevedo@rhyta.com;5025;0.93;8;19;0;5;42;65;0;927;84;Push;1;MG;rhyta.com
874;Sra.;Vitória;Rodrigues;41;Feminino;Rua Otávio Nébias 12;São Paulo;São Paulo;04002-010;BR;Brazil;VitoriaDiasRodrigues@fleckens.hu;4210;0.46;10;10;0;1;2;1;4;1471;66;SMS;0;SP;fleckens.hu
875;Sr.;Kaua;Cardoso;54;Masculino;Rua Santa Tereza 369;São João Del Rei;Minas Gerais;36300-114;BR;Brazil;KauaPintoCardoso@gustr.com;9082;0.22;1;0;0;3;2;7;5;4142;86;Push;0;MG;gustr.com
876;Sr.;Luís;Melo;54;Masculino;Rua Conde de Bonfim 448;Rio de Janeiro;Rio de Janeiro;20530-001;BR;Brazil;LuisRibeiroMelo@teleworm.us;5694;1.0;7;9;0;0;33;43;1;6434;66;Ligacao;1;RJ;teleworm.us
877;Sr.;Alex;Pinto;58;Masculino;Rua José P. G. Clarinda 1978;Tubarão;Santa Catarina;88708-548;BR;Brazil;AlexFernandesPinto@gustr.com;7543;1.0;5;1;1;1;39;80;1;2942;53;SMS;1;SC;gustr.com
878;Sr.;Pedro;Oliveira;57;Masculino;Rua Valdeci Milton 1286;Salvador;Bahia;41217-185;BR;Brazil;PedroAlmeidaOliveira@dayrep.com;7598;1.0;2;11;1;2;33;40;0;5008;77;Push;1;BA;dayrep.com
879;Sr.;Diego;Sousa;60;Masculino;Área Especial Módulo 06 Módulo F 1616;Guará;Distrito Federal;71070-665;BR;Brazil;DiegoMartinsSousa@rhyta.com;8122;0.82;0;10;0;3;26;166;2;1570;75;SMS;1;DF;rhyta.com
880;Sra.;Manuela;Santos;39;Feminino;Avenida João Patrus de Souza 645;Uberlândia;Minas Gerais;38412-284;BR;Brazil;ManuelaFernandesSantos@teleworm.us;5527;0.01;4;10;0;0;1;3;4;9275;77;Ligacao;0;MG;teleworm.us
881;Sr.;Kaua;Correia;51;Masculino;Rua Castro Alves 459;Contagem;Minas Gerais;32110-670;BR;Brazil;KauaSilvaCorreia@dayrep.com;6986;0.31;4;20;0;2;3;7;5;2098;70;SMS;0;MG;dayrep.com
882;Sra.;Beatrice;Santos;39;Feminino;Alameda Veneza 366;Goiânia;Goiás;74366-038;BR;Brazil;BeatriceAlmeidaSantos@gustr.com;5718;0.02;2;3;0;0;2;8;4;7098;47;SMS;0;GO;gustr.com
883;Sra.;Laura;Santos;42;Feminino;Rua 14 1056;Caucaia;Ceará;61624-140;BR;Brazil;LauraPintoSantos@fleckens.hu;4958;1.0;15;4;0;3;44;46;1;8096;44;Push;1;CE;fleckens.hu
884;Sr.;Kauan;Araujo;29;Masculino;Rua Eunapio Deiro 1886;Rio de Janeiro;Rio de Janeiro;21710-020;BR;Brazil;KauanAlmeidaAraujo@superrito.com;6446;0.11;15;4;0;4;2;7;5;6009;50;Push;0;RJ;superrito.com
885;Sra.;Bruna;Castro;59;Feminino;Rua Coronel Manoel dos Passos Maia 1965;Chapecó;Santa Catarina;89802-080;BR;Brazil;BrunaLimaCastro@jourrapide.com;4581;0.83;14;15;0;2;30;98;3;6409;48;Push;1;SC;jourrapide.com
886;Sr.;Vinicius;Goncalves;51;Masculino;Vila Ana Domingues 744;Juiz de Fora;Minas Gerais;36080-250;BR;Brazil;ViniciusCostaGoncalves@rhyta.com;8572;0.1;9;17;0;1;1;2;5;5900;32;Email;0;MG;rhyta.com
887;Sr.;Vinicius;Lima;61;Masculino;Rua Gustavo Ribeiro Monteiro 1170;Petrópolis;Rio de Janeiro;25655-520;BR;Brazil;ViniciusPereiraLima@superrito.com;3168;0.89;15;11;0;1;17;152;0;9064;59;Ligacao;1;RJ;superrito.com
888;Sr.;Erick;Ferreira;63;Masculino;Rua Campo Verde 1372;Fortaleza;Ceará;60182-502;BR;Brazil;ErickAlvesFerreira@gustr.com;6372;0.35;11;3;0;1;3;0;4;1147;41;Email;0;CE;gustr.com
889;Sra.;Isabela;Rodrigues;44;Feminino;Rua Estrela Dalva 748;Boa Vista;Roraima;69317-134;BR;Brazil;IsabelaAlmeidaRodrigues@armyspy.com;5124;0.18;10;6;1;5;2;1;5;6129;32;Ligacao;0;RR;armyspy.com
890;Sr.;Thiago;Barros;40;Masculino;Rua Theodomiro Carmelo 1038;Botucatu;São Paulo;18609-580;BR;Brazil;ThiagoAraujoBarros@rhyta.com;7787;0.11;9;11;0;4;1;4;5;6153;76;Email;0;SP;rhyta.com
891;Sra.;Yasmin;Ferreira;33;Feminino;Rua Luiza Porcari Corassa 1697;Jundiaí;São Paulo;13212-294;BR;Brazil;YasminGomesFerreira@armyspy.com;8721;0.24;14;5;0;3;3;3;4;3777;71;SMS;0;SP;armyspy.com
892;Sr.;Nicolash;Oliveira;27;Masculino;Rua Artur Virgílio Neto 187;Manaus;Amazonas;69067-670;BR;Brazil;NicolashSousaOliveira@cuvox.de;7926;0.94;7;4;1;0;25;51;2;5690;70;Email;1;AM;cuvox.de
893;Sr.;Davi;Pinto;43;Masculino;Rua Newton Garcia 1063;Rio de Janeiro;Rio de Janeiro;23065-520;BR;Brazil;DaviRochaPinto@armyspy.com;4875;0.8;1;9;0;1;47;178;3;9153;74;Push;1;RJ;armyspy.com
894;Sra.;Júlia;Barros;50;Feminino;Rua Marechal Rondon 627;Carapicuíba;São Paulo;06351-030;BR;Brazil;JuliaSousaBarros@fleckens.hu;5167;0.03;10;5;0;4;3;8;5;1784;78;Email;0;SP;fleckens.hu
895;Sra.;Clara;Cardoso;22;Feminino;Rua Francisco Braga 1943;São Gonçalo;Rio de Janeiro;24730-525;BR;Brazil;ClaraCunhaCardoso@einrot.com;7590;0.94;3;10;0;1;10;39;1;5607;79;SMS;1;RJ;einrot.com
896;Sra.;Brenda;Goncalves;43;Feminino;Rua Caiapônia 1662;Itumbiara;Goiás;75522-070;BR;Brazil;BrendaSousaGoncalves@einrot.com;7539;0.94;2;2;0;5;26;140;3;5750;46;SMS;1;GO;einrot.com
897;Sr.;Diogo;Silva;55;Masculino;Alameda Costa Rica 1235;Barretos;São Paulo;14784-014;BR;Brazil;DiogoAzevedoSilva@gustr.com;6583;0.4;0;13;1;5;3;5;5;5104;71;Ligacao;0;SP;gustr.com
898;Sra.;Carolina;Silva;18;Feminino;Rua Domingos Borges 1611;São Gonçalo;Rio de Janeiro;24711-110;BR;Brazil;CarolinaFernandesSilva@gustr.com;3274;0.85;7;19;0;4;14;74;1;5935;79;Push;1;RJ;gustr.com
899;Sra.;Ana;Pereira;38;Feminino;Rodovia Serafim Derenze 1287;Vitória;Espírito Santo;29032-410;BR;Brazil;AnaAlvesPereira@einrot.com;5156;0.0;13;9;0;3;3;4;5;6395;64;SMS;0;ES;einrot.com
900;Sra.;Laura;Fernandes;60;Feminino;Rua México 439;Santo Ângelo;Rio Grande do Sul;98804-210;BR;Brazil;LauraGomesFernandes@cuvox.de;9446;0.23;3;20;0;1;1;7;5;1021;37;Email;0;RS;cuvox.de
901;Sr.;Samuel;Carvalho;22;Masculino;Travessa Bezerra de Meneses 1783;Goiânia;Goiás;74080-330;BR;Brazil;SamuelCardosoCarvalho@dayrep.com;9918;0.38;12;9;1;5;1;1;5;7258;71;Email;0;GO;dayrep.com
902;Sr.;Kaua;Rodrigues;62;Masculino;Rua Caçaratiba 960;São Paulo;São Paulo;03942-080;BR;Brazil;KauaCunhaRodrigues@teleworm.us;8661;0.08;3;11;0;0;2;1;5;8179;74;Email;0;SP;teleworm.us
903;Sra.;Leila;Sousa;61;Feminino;Rua Viveiros de Castro 542;São Luís;Maranhão;65036-710;BR;Brazil;LeilaBarrosSousa@jourrapide.com;8340;0.34;14;1;0;1;2;1;5;7748;70;Push;0;MA;jourrapide.com
904;Sra.;Carolina;Santos;25;Feminino;Rua dos Bandeirantes 767;Várzea Grande;Mato Grosso;78115-745;BR;Brazil;CarolinaCastroSantos@teleworm.us;6411;0.82;11;15;0;0;43;63;3;3854;47;Ligacao;1;MT;teleworm.us
905;Sr.;Eduardo;Castro;45;Masculino;Avenida Roberto Santos 1126;Itabuna;Bahia;45606-000;BR;Brazil;EduardoMartinsCastro@jourrapide.com;3500;0.88;4;11;0;5;14;147;0;2623;43;Push;1;BA;jourrapide.com
906;Sr.;Daniel;Cunha;23;Masculino;Rua Erlon Chaves 1201;Guarulhos;São Paulo;07155-264;BR;Brazil;DanielRodriguesCunha@cuvox.de;8762;0.86;15;4;1;4;19;57;3;6798;76;Push;1;SP;cuvox.de
907;Sr.;Victor;Rocha;65;Masculino;Rua Doutor Artur Neves 1766;Recife;Pernambuco;50780-655;BR;Brazil;VictorCardosoRocha@gustr.com;7993;1.0;0;20;0;0;17;190;3;8189;52;Push;1;PE;gustr.com
908;Sra.;Gabrielle;Martins;25;Feminino;Rua Graciliano Ramos 1670;Chapecó;Santa Catarina;89803-470;BR;Brazil;GabrielleRibeiroMartins@einrot.com;5979;0.36;1;11;0;3;2;4;4;8517;49;Ligacao;0;SC;einrot.com
909;Sra.;Nicole;Cunha;32;Feminino;Via Santos Dumont 1528;Guarujá;São Paulo;11460-000;BR;Brazil;NicoleFerreiraCunha@gustr.com;7222;1.0;2;19;0;2;23;54;1;2824;90;SMS;1;SP;gustr.com
910;Sr.;Júlio;Pereira;34;Masculino;Rua Maestro Benedito de Moura 497;São João de Meriti;Rio de Janeiro;25510-370;BR;Brazil;JulioMartinsPereira@dayrep.com;8890;0.83;3;12;1;5;11;140;0;9224;73;SMS;1;RJ;dayrep.com
911;Sr.;Diogo;Costa;27;Masculino;Travessa Mar Mediterrâneo 186;Campo Grande;Mato Grosso do Sul;79073-270;BR;Brazil;DiogoBarrosCosta@einrot.com;7540;0.24;6;10;0;2;2;2;5;2647;87;Push;0;MS;einrot.com
912;Sra.;Julia;Ribeiro;31;Feminino;Rua RB 26 790;Goiânia;Goiás;74474-401;BR;Brazil;JuliaCastroRibeiro@armyspy.com;8682;0.29;6;9;0;4;2;3;5;7269;68;Push;0;GO;armyspy.com
913;Sr.;João;Goncalves;32;Masculino;Rua Moacir Lucinda de Souza 1901;Varginha;Minas Gerais;37030-210;BR;Brazil;JoaoAlvesGoncalves@superrito.com;6834;0.32;8;16;1;5;3;0;5;2837;78;Ligacao;0;MG;superrito.com
914;Sra.;Giovana;Carvalho;46;Feminino;Rua Serra 733;Guarulhos;São Paulo;07096-250;BR;Brazil;GiovanaCunhaCarvalho@dayrep.com;4022;0.95;9;7;1;5;45;44;2;9412;54;Push;1;SP;dayrep.com
915;Sra.;Gabrielle;Dias;22;Feminino;Rua Jacob Colling 1799;São Leopoldo;Rio Grande do Sul;93125-160;BR;Brazil;GabrielleFerreiraDias@einrot.com;3336;0.02;1;15;1;0;3;5;5;5795;30;Push;0;RS;einrot.com
916;Sra.;Evelyn;Martins;25;Feminino;Rua Leonardo da Vinci 1204;Recife;Pernambuco;51190-350;BR;Brazil;EvelynSouzaMartins@rhyta.com;7939;0.98;11;6;0;2;37;78;2;7085;74;Email;1;PE;rhyta.com
917;Sra.;Vitoria;Rocha;33;Feminino;Rua Macapá 691;Várzea Grande;Mato Grosso;78158-080;BR;Brazil;VitoriaCarvalhoRocha@gustr.com;9584;0.82;0;15;0;4;20;120;3;9856;84;Ligacao;1;MT;gustr.com
918;Sr.;André;Oliveira;53;Masculino;Rua João Maria 1056;Poá;São Paulo;08566-060;BR;Brazil;AndreAlvesOliveira@einrot.com;3979;0.32;10;18;0;3;1;5;5;8493;64;Email;0;SP;einrot.com
919;Sr.;Enzo;Oliveira;61;Masculino;Rua Chile 1114;Vitória da Conquista;Bahia;45023-110;BR;Brazil;EnzoAzevedoOliveira@gustr.com;6787;0.94;1;13;1;2;22;78;2;9129;78;Email;1;BA;gustr.com
920;Sr.;Breno;Alves;45;Masculino;Quadra QR 515 Conjunto 14 1467;Samambaia;Distrito Federal;72315-114;BR;Brazil;BrenoCastroAlves@jourrapide.com;9468;0.46;8;4;0;1;1;7;5;2134;71;Ligacao;0;DF;jourrapide.com
921;Sr.;José;Almeida;28;Masculino;Rua Emílio de Cavalieri 440;São Paulo;São Paulo;05386-100;BR;Brazil;JoseAlvesAlmeida@armyspy.com;4071;0.32;2;2;0;0;3;5;5;8093;85;SMS;0;SP;armyspy.com
922;Sr.;Luan;Pereira;24;Masculino;Rua São Bento do Una 1495;Paulista;Pernambuco;53417-620;BR;Brazil;LuanSantosPereira@teleworm.us;8964;0.21;7;14;0;3;1;7;5;941;80;SMS;0;PE;teleworm.us
